,Unnamed: 0,id,name,price,mrp,variant,image_url,tags
775,775,RICF4SS3ZAKCTFDM, Flipkart Supermart Select Kolam Rice (Raw), 460.0, 460.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/k7ksvww0/rice/4/r/d/1-white-raw-kolam-rice-pouch-flipkart-supermart-select-original-imafps7vwrvxrg6p.jpeg,flipkart supermart select kolam rice (raw) 460.0 460.0 5 kg
777,777,MAKFUKE6XDPDZFBS, Suchi 3 Ply Surgical Mask with Nose Pin and Melt Blown Filter 123 Surgical Mask With Melt Blown Fabric Layer, 32.0, 80.0, Blue, Pack of 5,suchi 3 pli surgic mask with nose pin and melt blown filter 123 surgic mask with melt blown fabric layer 32.0 80.0 blue
778,778,ARDGYFJV7T3QYFEV, Mountain Dew Ice Plastic Bottle, 63.0, 75.0, 1.5 L, 696.0,mountain dew ice plastic bottl 63.0 75.0 1.5 l
779,779,CNDEGGWSETUBPFCF, TRESemme Hair Fall Defense Conditioner, 158.0, 187.0, 190 ml, https://rukminim1.flixcart.com/image/280/280/kmgn0cw0/conditioner/1/u/m/hair-fall-defense-conditioner-tresemme-original-imagfcryruazxwqt.jpeg,tresemm hair fall defens condition 158.0 187.0 190 ml
781,781,JASFFZ9AJZ6TJKXH, Nutralite Salted Butter, 180.0, 200.0, 500 g, https://rukminim1.flixcart.com/image/280/280/ka73y4w0/butter/k/x/h/500-na-carton-nutralite-original-imafrtp6twmppqhx.jpeg,nutralit salt butter 180.0 200.0 500 g
782,782,MSCEHG53ZSHGGHMH, PONDS White Beauty Anti Spot Fairness Cream SPF 15 PA++, 112.0, 125.0, 35 g, https://rukminim1.flixcart.com/image/280/280/kkcwo7k0/fairness/8/m/p/35-white-beauty-anti-spot-fairness-cream-spf-15-pa-ponds-original-imafzqf3zgybndnj.jpeg,pond white beauti anti spot fair cream spf 15 pa++ 112.0 125.0 35 g
783,783,PSAFYVT8HZUZBAP5, Flipkart Supermart Durum Wheat Semolina Macaroni Pasta, 80.0, 160.0, 400 g, https://rukminim1.flixcart.com/image/280/280/knrsjgw0/pasta/g/v/2/durum-wheat-semolina-regular-flipkart-supermart-original-imag2dgzx8mtvzwx.jpeg,flipkart supermart durum wheat semolina macaroni pasta 80.0 160.0 400 g
785,785,CMFFVHAZFVNKXWGW, Jelimals Bears Assorted Jelly Candy, 10.0, 10.0, 30 g, https://rukminim1.flixcart.com/image/280/280/kg9qbgw0/candy-mouth-freshener/w/g/w/30-immunoz-with-vitamin-c-zinc-jelimals-original-imafwjwbjcn8pzjg.jpeg,jelim bear assort jelli candi 10.0 10.0 30 g
786,786,SATFUTCK8SJZMXFK, natural tattva Rock Salt, 74.0, 95.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kixgtjk0/salt/x/f/k/1-natural-tattva-rock-salt-rock-salt-organic-tattva-original-imafym93bqjytfwb.jpeg,natur tattva rock salt 74.0 95.0 1 kg
787,787,MVRFWYBZFFK3AC27, Good Knight Naturals Pack of 2 Refill Mosquito Vaporiser Refill, 160.0, 178.0, 2x45 ml, https://rukminim1.flixcart.com/image/280/280/kgsb1jk0/mosquito-vaporise-refill/c/2/7/naturals-pack-of-2-refill-2-naturals-pack-of-2-refill-good-original-imafwycqjcr64dqw.jpeg,good knight natur pack of 2 refil mosquito vaporis refil 160.0 178.0 2x45 ml
789,789,CNTFNHEZDH6ZH3AH, MASTER COOK  - 225 ml Polypropylene Fridge Container, 54.0, 90.0, Pack of 3, 388.0,master cook - 225 ml polypropylen fridg contain 54.0 90.0 pack of 3
790,790,BWSEHMG4EGHQDP2N, Pears Pure And Gentle Shower Gel, 135.0, 135.0, 250 ml, https://rukminim1.flixcart.com/image/280/280/keuagsw0/body-wash/p/2/n/250-pure-and-gentle-shower-gel-pears-original-imafvfqq7f3vh4zq.jpeg,pear pure and gentl shower gel 135.0 135.0 250 ml
791,791,FWREU34XUFVHF6G2, Ujala Supreme Fabric Whitener, 70.0, 70.0, 250 ml, https://rukminim1.flixcart.com/image/280/280/jskofww0/fabric-whitener/6/g/2/250-supreme-liquid-ujala-original-imafe43wq8f2zph3.jpeg,ujala suprem fabric whiten 70.0 70.0 250 ml
793,793,CKBET6WUGQBWYZHD, PARLE Milano Chocolate Chip Cookies, 30.0, 30.0, 75 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/z/h/d/75-milano-chocolate-chip-cookies-parle-original-imafxk72wrtchejh.jpeg,parl milano chocol chip cooki 30.0 30.0 75 g
794,794,GHEF6GXF4RGHHPMY, NOVA Shudh Ghee 1 L Carton, 423.0, 491.0, 1 L Carton, https://rukminim1.flixcart.com/image/280/280/jlph9jk0/ghee/p/m/y/898-sudh-carton-nova-original-imaf8s2xk8mhgngx.jpeg,nova shudh ghee 1 l carton 423.0 491.0 1 l carton
795,795,CAFFT7NF2HQT3TUD, yoga bar Protein Almond Fudge, 62.0, 125.0, 60 g Pouch, https://rukminim1.flixcart.com/image/280/280/ko8xtow0/cereal-flake/v/4/m/protein-almond-fudge-pouch-yoga-bar-original-imag2qzf7bkea3hs.jpeg,yoga bar protein almond fudg 62.0 125.0 60 g pouch
797,797,TPSETEFVNZSYKHEY, PEPSODENT Expert Protection Gum Care + Toothpaste, 140.0, 176.0, 2x140 g, https://rukminim1.flixcart.com/image/280/280/keykscw0/toothpaste/h/e/y/280-expert-protection-gum-care-pepsodent-original-imafvgmzzkjvge9m.jpeg,pepsod expert protect gum care + toothpast 140.0 176.0 2x140 g
798,798,DAJEUHCZA6RDRNFC, Tropicana Guava Delight Fruit Beverage, 80.0, 100.0, 1 L, https://rukminim1.flixcart.com/image/280/280/jerf7gw0/drinks-juice/n/f/c/1-guava-delight-fruit-beverage-tetrapack-tropicana-original-imaf3d9qg596axzy.jpeg,tropicana guava delight fruit beverag 80.0 100.0 1 l
799,799,SCMFFTU7PFSKYFGF, Flipkart Supermart Select Till Regular, 98.0, 179.0, 500 g, https://rukminim1.flixcart.com/image/280/280/k7ksvww0/spice-masala/f/g/f/500-till-regular-pouch-flipkart-supermart-select-whole-original-imafps7wqwbjvxhe.jpeg,flipkart supermart select till regular 98.0 179.0 500 g
801,801,HOLEFFPATDYB27VV, Dabur Amla  Hair Oil, 187.0, 199.0, 450 ml, https://rukminim1.flixcart.com/image/280/280/kf1fo280/hair-oil/j/d/d/180-amla-hair-oil-dabur-original-imafvhaggtnk3htf.jpeg,dabur amla hair oil 187.0 199.0 450 ml
802,802,FLRFSF9HWWQX6F9N, Natureland Organics Whole Wheat Chakki Atta, 179.0, 295.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/kdxfc7k0/flour/f/9/n/5000-whole-wheat-flour-1-whole-wheat-flour-natureland-organics-original-imafuq8u4kreugeb.jpeg,natureland organ whole wheat chakki atta 179.0 295.0 5 kg
803,803,CKBFVHAW6JRGYAAX, ORION Choco Pie, 171.0, 300.0, 560 g, https://rukminim1.flixcart.com/image/280/280/klscivk0/cookie-biscuit/c/s/g/choco-pie-orion-original-imagytu2gzswejhf.jpeg,orion choco pie 171.0 300.0 560 g
805,805,CHCF7YZEZKFDNMXP, SNICKERS 2X Bars, 70.0, 100.0, 80 g, https://rukminim1.flixcart.com/image/280/280/ke0a7ww0/chocolate/m/x/p/80-2x-snickers-original-imafusaazwdcz4ty.jpeg,snicker 2x bar 70.0 100.0 80 g
806,806,EDOEZGGSNZK68PFJ, KLF coconad Coconut Oil Pouch, 289.0, 345.0, 1 L, https://rukminim1.flixcart.com/image/280/280/jdoubgw0/edible-oil/p/f/j/1-coconut-oil-pouch-coconut-oil-klf-original-imaf2jf2gtkputng.jpeg,klf coconad coconut oil pouch 289.0 345.0 1 l
807,807,SAMGYM6J69TXJHTK, Paper boat Daily Snack Chikki Pouch, 137.0, 275.0, 496 g, https://rukminim1.flixcart.com/image/280/280/km9ht3k0/sweet-mithai/w/o/k/16-chikki-chikki-paper-boat-original-imagf7aeucd74bsz.jpeg,paper boat daili snack chikki pouch 137.0 275.0 496 g
809,809,CMFFH8DHUMUXG5Q9, Alpenliebe Gold Rich Milky Caramel Toffee, 50.0, 50.0, 179.4 g, https://rukminim1.flixcart.com/image/280/280/kl9rssw0/candy-mouth-freshener/v/f/g/gold-rich-alpenliebe-original-imagyfbr7q8hh3an.jpeg,alpenlieb gold rich milki caramel toffe 50.0 50.0 179.4 g
810,810,CKBFY7GPKAXFJU7D, Sunfeast Dark Fantasy Choco Nut Fills, 30.0, 30.0, 75 g, https://rukminim1.flixcart.com/image/280/280/kkwwu4w0/cookie-biscuit/w/j/t/75-dark-fantasy-choco-nut-fills-75g-original-filled-cookies-with-original-imagy5gqzrprtrca.jpeg,sunfeast dark fantasi choco nut fill 30.0 30.0 75 g
811,811,SNSF6KYDMHVGNYSB, Haldiram's Dal Biji, 91.0, 91.0, 400 g, https://rukminim1.flixcart.com/image/280/280/jlv70y80/snack-savourie/y/s/b/400-dal-biji-pouch-haldiram-s-original-imaf8wjymfgkvrxm.jpeg,haldiram' dal biji 91.0 91.0 400 g
813,813,SCMF54UHSC85DV2U, KOHINOOR Amritsari Tandoori Chicken Masala, 16.0, 20.0, 15 g, https://rukminim1.flixcart.com/image/280/280/jynat8w0/spice-masala/v/2/u/15-amritsari-tandoori-chicken-masala-pouch-kohinoor-powder-original-imafgu3uzpjavfye.jpeg,kohinoor amritsari tandoori chicken masala 16.0 20.0 15 g
814,814,TPSFDXD6QSFWGUNM, Colgate Total Advanced Health Anticavity Toothpaste, 137.0, 137.0, 185 g, https://rukminim1.flixcart.com/image/280/280/jsuoivk0/toothpaste/u/n/m/120-total-advanced-health-anticavity-colgate-original-imafebtcthgk3utf.jpeg,colgat total advanc health anticav toothpast 137.0 137.0 185 g
815,815,WFWFMHNJJHMUGH3J, Dukes Waffy Orange Wafers, 53.0, 90.0, 2x75 g, https://rukminim1.flixcart.com/image/280/280/k4n2avk0/wafer-waffle/h/3/j/150-waffy-orange-wafers-wafers-dukes-original-imafngfgg8myhcha.jpeg,duke waffi orang wafer 53.0 90.0 2x75 g
817,817,SATFZ44BYREQGGMG, natural tattva Himalayan Pink Salt, 48.0, 60.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0/salt/g/m/g/500-na-himalayan-pink-salt-natural-tattva-original-imafym93rfvhg92p.jpeg,natur tattva himalayan pink salt 48.0 60.0 500 g
818,818,VNGEU32CCWDVJTTN, WeiKFiELD Chilli Vinegar, 43.0, 50.0, 200 g, https://rukminim1.flixcart.com/image/280/280/j3vwk280/vinegar/t/t/n/200-chilli-vinegar-weikfield-original-imaeuvzdnqhnchz6.jpeg,weikfield chilli vinegar 43.0 50.0 200 g
819,819,MLKF6QSZG9TC4RZB, Ananda Flavoured Milk, 25.0, 25.0, 180 ml, https://rukminim1.flixcart.com/image/280/280/jpwxxu80/milk/r/z/b/180-plastic-bottle-flavored-ananda-original-imafcfk5jgenzngn.jpeg,ananda flavour milk 25.0 25.0 180 ml
821,821,ARSEUJNXMGZRKNWC, Sugar free Gold Sweetener, 124.0, 145.0, 100 g, https://rukminim1.flixcart.com/image/280/280/ka73y4w0/artificial-sweetener/n/w/c/100-gold-sugar-free-original-imafrtp6gwzvrk3h.jpeg,sugar free gold sweeten 124.0 145.0 100 g
822,822,CKBF5WJ7BTQPMYN8, Priyagold Cheese Cracker Biscuits, 52.0, 60.0, 400 g, https://rukminim1.flixcart.com/image/280/280/jnw2he80/cookie-biscuit/y/n/8/500-cheez-cracker-priyagold-original-imafagwju4z3c8q5.jpeg,priyagold chees cracker biscuit 52.0 60.0 400 g
823,823,CHEF66S5HN3MTM3P, MOTHER DAIRY plain Processed cheese Slices, 130.0, 130.0, 200 g, https://rukminim1.flixcart.com/image/280/280/kfikya80/cheese/m/3/p/200-cheese-slices-processed-cheese-mother-dairy-original-imafvxvazhmdw69f.jpeg,mother dairi plain process chees slice 130.0 130.0 200 g
825,825,EDOFVEZHNCJHMSZP, Fortune Xpert Pro Immunity Oil Blended Oil Pouch, 183.0, 195.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kkec4280/edible-oil/b/l/e/xpert-pro-immunity-oil-pouch-blended-oil-fortune-original-imafzre2p62hthhz.jpeg,fortun xpert pro immun oil blend oil pouch 183.0 195.0 1 l
826,826,PLSEUHQKHPCAPK9W, Organic Tattva Black Urad Dal (Whole), 80.0, 95.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0/pulses/k/9/w/500-urad-dal-whole-urad-dal-organic-tattva-original-imafym8t6uhh7qnk.jpeg,organ tattva black urad dal (whole) 80.0 95.0 500 g
827,827,APCFUJFRCBAUYMCY, Flipkart Supermart Home Essentials Dishwash Gel, Disinfectant Surface and Toilet Cleaner, 250.0, 500.0, 371.0,flipkart supermart home essenti dishwash gel disinfect surfac and toilet cleaner 250.0 500.0
829,829,NDFEX88DAV2PYGY4, Flipkart Supermart Select Flax Seeds Assorted Nuts, 20.0, 40.0, 100 g, https://rukminim1.flixcart.com/image/280/280/k7jdg280/nut-dry-fruit/g/y/4/100-flax-seeds-pouch-flipkart-supermart-select-original-imafpr5zgwcrebsh.jpeg,flipkart supermart select flax seed assort nut 20.0 40.0 100 g
830,830,TPSDAG5YVCFPMSZY, Colgate Active Salt Toothpaste, 104.0, 104.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jv9udu80/toothpaste/s/z/y/200-active-salt-colgate-original-imafg5c2hjtpff9y.jpeg,colgat activ salt toothpast 104.0 104.0 200 g
831,831,PLSEUHQK6ZFGBZRZ, Organic Tattva Yellow Moong Dal (Split), 102.0, 125.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0/pulses/z/r/z/500-moong-dal-yellow-split-moong-dal-organic-tattva-original-imafym8sfqpyhsem.jpeg,organ tattva yellow moong dal (split) 102.0 125.0 500 g
833,833,CNTFNHER73NN6GKH, MASTER COOK  - 250 ml Polypropylene Fridge Container, 49.0, 100.0, Pack of 3, 513.0,master cook - 250 ml polypropylen fridg contain 49.0 100.0 pack of 3
834,834,LDTET5UD7ZNJ9W6V, vanish Oxy Action Stain Remover, 102.0, 108.0, 400 ml, https://rukminim1.flixcart.com/image/280/280/k84t1u80/stain-remover/w/6/v/400-oxy-action-stain-remover-vanish-original-imafq7pfyugg3gmz.jpeg,vanish oxi action stain remov 102.0 108.0 400 ml
835,835,JASEX42USGTGH2HA, VEEBA Cheese and Chilli Sandwich Spread 275 g, 80.0, 89.0, 275 g, https://rukminim1.flixcart.com/image/280/280/jxkpx8w0/jam-spread/2/h/a/275-cheese-and-chilli-sandwich-spread-plastic-bottle-sandwich-original-imafgyabczfdn7zz.jpeg,veeba chees and chilli sandwich spread 275 g 80.0 89.0 275 g
837,837,RYMETDKADHQHRQGE, MTR Instant Rava Dosa Mix 500 g, 104.0, 120.0, 500 g, https://rukminim1.flixcart.com/image/280/280/j3nbwy80/ready-mix/q/g/e/500-instant-rava-dosa-mix-breakfast-mix-mtr-foods-original-imaeup38pz7jhwbu.jpeg,mtr instant rava dosa mix 500 g 104.0 120.0 500 g
838,838,SCMEUYZ2S5DSCZT4, MDH Lal Mirch Powder, 46.0, 46.0, 100 g, https://rukminim1.flixcart.com/image/280/280/j9it30w0/spice-masala/z/t/4/100-lal-mirch-powder-box-mdh-powder-original-imaezawrkzvdgyhg.jpeg,mdh lal mirch powder 46.0 46.0 100 g
839,839,EDOF7G6HQFF7HSRF, EMAMI Healthy and Tasty Kachchi Ghani Mustard Oil Can, 941.0, 1050.0, 5 L, https://rukminim1.flixcart.com/image/280/280/jraycnk0/edible-oil/s/r/f/5-healthy-and-tasty-kachhi-ghani-can-mustard-oil-emami-original-imafd52qqsefg7dk.jpeg,emami healthi and tasti kachchi ghani mustard oil can 941.0 1050.0 5 l
841,841,ESRFE7KYD8JDBTFC, GLUCON-D Instant Energy Energy Drink, 180.0, 180.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/ka73y4w0/energy-sport-drink-mix/t/f/c/1-instant-energy-glucon-d-original-imafrtp6s2bzfdrq.jpeg,glucon-d instant energi energi drink 180.0 180.0 1 kg
842,842,HRMET8ZKFPFGRFEK, Veet Silk & Fresh Sensitive Skin Hair Removal Cream, 121.0, 128.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kdj4xow0/hair-removal/f/e/k/50-silk-fresh-sensitive-skin-hair-removal-cream-veet-original-imafueyzchwdq3a5.jpeg,veet silk & fresh sensit skin hair remov cream 121.0 128.0 50 g
845,845,SCMETEMSZ5S2RFMQ, Tata Sampann Meat Masala, 58.0, 78.0, 100 g, https://rukminim1.flixcart.com/image/280/280/knknc7k0/spice-masala/r/t/p/meat-masala-box-tata-sampann-powder-original-imag27vhkzjyjafj.jpeg,tata sampann meat masala 58.0 78.0 100 g
846,846,SNSFKFNVGQFBYHHD, KALEVA Nimbu Chataka, 57.0, 98.0, 2x120 g, https://rukminim1.flixcart.com/image/280/280/kmxsakw0/snack-savourie/w/m/y/nimbu-chataka-pouch-kaleva-original-imagfq4mwspgngbf.jpeg,kaleva nimbu chataka 57.0 98.0 2x120 g
847,847,FRYF6Y4SAVKYGWFC, Rajdhani Punjabi Masala Papad 200 g, 66.0, 66.0, 200 g, https://rukminim1.flixcart.com/image/280/280/ju04akw0/fryum-papad/w/f/c/200-punjabi-masala-papad-rajdhani-original-imaff8avfvgnp875.jpeg,rajdhani punjabi masala papad 200 g 66.0 66.0 200 g
849,849,PCPETZTZQPHNXGPH, ACT II Cheese Popcorn, 100.0, 100.0, 2x105 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/popcorn/g/p/h/210-na-2-microwave-act-ii-original-imafxk68pv7dexe4.jpeg,act ii chees popcorn 100.0 100.0 2x105 g
850,850,SNSF2F5MCB2ZWM76, Piknik Classic Tomato Chilli, 60.0, 100.0, 2x70 g, https://rukminim1.flixcart.com/image/280/280/kgb5rbk0/snack-savourie/m/7/6/150-classic-tomato-chilli-pouch-piknik-original-imafwhf2w3smz35n.jpeg,piknik classic tomato chilli 60.0 100.0 2x70 g
851,851,PLSFVEDEKMVEU7MN, Flipkart Supermart Classic Toor Dal (Split), 146.0, 199.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kfyasnk0/pulses/7/m/n/1-toor-dal-toor-dal-flipkart-supermart-classic-original-imafwaxgjm9rymzz.jpeg,flipkart supermart classic toor dal (split) 146.0 199.0 1 kg
853,853,SAKFVMHURG3B9ARM, Del Monte Pizza and Pasta Sauce, 96.0, 99.0, 400 g Refill, https://rukminim1.flixcart.com/image/280/280/kox8b680/sauce-ketchup/a/z/u/pizza-and-pasta-refill-sauce-del-monte-original-imag39urha9bxhth.jpeg,del mont pizza and pasta sauc 96.0 99.0 400 g refil
854,854,CAFEXKGHDXECHTSK, Kellogg's Chocos Fills Double Chocolaty, 175.0, 175.0, 250 g Box, https://rukminim1.flixcart.com/image/280/280/klqx30w0/cereal-flake/5/k/a/chocos-fills-box-kellogg-s-original-imagysvepmw6nghh.jpeg,kellogg' choco fill doubl chocolati 175.0 175.0 250 g box
855,855,IRPEU9J7H9FMB2P2, Hit Spray Crawling Insect Killer, 172.0, 172.0, 320 ml, https://rukminim1.flixcart.com/image/280/280/j3t1ocw0/insect-repellent/2/p/2/320-spray-crawling-insect-killer-cik-1-hit-original-imaeuu7vngzx8n5f.jpeg,hit spray crawl insect killer 172.0 172.0 320 ml
857,857,PCPETZTZETPWFZSU, ACT II Party Pack Golden Sizzle Popcorn, 40.0, 45.0, 120 g, https://rukminim1.flixcart.com/image/280/280/kgtqhe80/popcorn/z/s/u/120-party-pack-1-microwave-act-ii-original-imafwywycvg83zhh.jpeg,act ii parti pack golden sizzl popcorn 40.0 45.0 120 g
858,858,AIREUHAZNQJYEUB8, Godrej Aer Violet Valley Bloom Spray, 126.0, 149.0, 240 ml, https://rukminim1.flixcart.com/image/280/280/k7dnonk0/air-freshener/u/b/8/240-room-spray-liquid-godrej-aer-original-imafpmgv7nf4afba.jpeg,godrej aer violet valley bloom spray 126.0 149.0 240 ml
859,859,BCRFGPREPQPHBNGM, Harpic Disinfectant Bathroom Cleaner Floral, 172.0, 172.0, 1 L, https://rukminim1.flixcart.com/image/280/280/klicfww0/bathroom-floor-cleaner/2/0/0/floral-disinfectant-bathroom-cleaner-bottle-harpic-original-imagymadr5nyktn6.jpeg,harpic disinfect bathroom cleaner floral 172.0 172.0 1 l
861,861,TPSF5AAKMAGYFZFX, Neem Active Toothpaste, 69.0, 80.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jskofww0/toothpaste/z/f/x/200-active-neem-original-imafe43wjguhh3zq.jpeg,neem activ toothpast 69.0 80.0 200 g
862,862,SMPD9FYFSBZUZ8MG, SUNSILK Stunning Black Shine Shampoo, 375.0, 500.0, 650 ml, https://rukminim1.flixcart.com/image/280/280/kmmcrrk0/shampoo/j/d/p/stunning-black-shine-shampoo-sunsilk-original-imagfh8hpfuyzttz.jpeg,sunsilk stun black shine shampoo 375.0 500.0 650 ml
863,863,FLRETZMTCBNGPU6Z, 24 mantra ORGANIC Ragi Flour, 61.0, 65.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kjvrdzk0/flour/f/v/e/ragi-flour-millet-flour-24-mantra-organic-original-imafzce6semwpkpm.jpeg,24 mantra organ ragi flour 61.0 65.0 500 g
865,865,FCWFZCGUCR5CVVCM, Clean & Clear Oil Free Foaming  Face Wash, 216.0, 240.0, 240 ml, https://rukminim1.flixcart.com/image/280/280/kk2wl8w0/face-wash/o/n/m/240-oil-free-foaming-face-wash-clean-clear-original-imafzgfkxzfq4jeh.jpeg,clean & clear oil free foam face wash 216.0 240.0 240 ml
866,866,PLSEUHQJYBYANQFN, Tata Sampann Red Masoor Dal (Whole), 128.0, 155.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/knknc7k0/pulses/j/o/c/masoor-dal-whole-masoor-dal-tata-sampann-original-imag27vfhyxdeggq.jpeg,tata sampann red masoor dal (whole) 128.0 155.0 1 kg
867,867,FSFEB2RQBFG8GMQQ, Revive Liquid Fabric Stiffener, 71.0, 71.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jfikknk0/fabric-stiffener/m/q/q/200-liquid-revive-original-imaf3ywyzrtvakmh.jpeg,reviv liquid fabric stiffen 71.0 71.0 200 g
869,869,NDFFFYCVC5GZFC7Z, Ziofit Classic Seedless Sultan Dates, 238.0, 265.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kgcl7680/nut-dry-fruit/t/n/v/250-classic-seedless-sultan-pouch-ziofit-original-imafwhngwghczzqu.jpeg,ziofit classic seedless sultan date 238.0 265.0 500 g
870,870,DEOEUWZUGGEVJTZM, ADIDAS Dynamic Pulse & Pure Game Deodorant Spray  -  For Men, 199.0, 398.0, 2x150 ml, https://rukminim1.flixcart.com/image/280/280/jar3qfk0/deodorant/t/z/m/192-dynamic-pulse-pure-game-deodorant-spray-adidas-men-original-imafy9zy5vwdqf5b.jpeg,adida dynam puls & pure game deodor spray - for men 199.0 398.0 2x150 ml
871,871,BWSFKGWERJZNCB6V, DETTOL Cool Body Wash and Shower Gel, 160.0, 200.0, 250 ml, https://rukminim1.flixcart.com/image/280/280/khkvukw0/body-wash/b/6/v/250-cool-body-wash-and-shower-dettol-original-imafxk4dacqhvakv.jpeg,dettol cool bodi wash and shower gel 160.0 200.0 250 ml
873,873,FCWEJFU9MA7DGZHG, Garnier Men Men Power White Anti-Pollution Double Action Face Wash, 152.0, 190.0, 100 g, https://rukminim1.flixcart.com/image/280/280/k2p1q4w0/face-wash/z/h/g/100-men-power-white-anti-pollution-double-action-garnier-original-imafhzhqxkdv9s7d.jpeg,garnier men men power white anti-pollut doubl action face wash 152.0 190.0 100 g
874,874,SOPFH7FSP7HDDPPF, Liril Lemon and Tea Tree Oil Soap, 306.0, 360.0, 6x125 g, https://rukminim1.flixcart.com/image/280/280/koixwnk0/soap/p/g/y/lemon-and-tea-tree-oil-soap-liril-original-imag2yufwqh6jag7.jpeg,liril lemon and tea tree oil soap 306.0 360.0 6x125 g
875,875,DAJEUARYHGYFJ3PF, Tropicana Pineapple Delight, 20.0, 20.0, 200 ml, https://rukminim1.flixcart.com/image/280/280/jaij3bk0/drinks-juice/3/p/f/200-pineapple-delight-tetrapack-tropicana-original-imafy2nzdmyhhz3v.jpeg,tropicana pineappl delight 20.0 20.0 200 ml
877,877,SCREUFSYZXZPQH33, DETTOL Cool Shaving Cream, 75.0, 75.0, 60 g, https://rukminim1.flixcart.com/image/280/280/k7xnukw0/shaving-cream/h/3/3/60-cool-shaving-cream-dettol-original-imafq26gzkh7bqhv.jpeg,dettol cool shave cream 75.0 75.0 60 g
878,878,CHCFGZGFQZ34F6GQ, Cadbury Dairy Milk Silk Oreo Red Velvet Chocolate Bars, 175.0, 175.0, 130 g, https://rukminim1.flixcart.com/image/280/280/kjbr8280-0/chocolate/m/r/r/dairy-milk-silk-oreo-red-velvet-chocolate-cadbury-original-imafyx49dgukfacf.jpeg,cadburi dairi milk silk oreo red velvet chocol bar 175.0 175.0 130 g
879,879,CMFEUFQAYYAKRH8B, PARLE Melody Chocolaty Toffee, 100.0, 100.0, 391 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/candy-mouth-freshener/h/8/b/391-melody-chocolaty-parle-original-imafxk72dbg3wcfx.jpeg,parl melodi chocolati toffe 100.0 100.0 391 g
880,880,DEOFY5TFBMKCUGAN, Yardley London Rose Deodorant Roll-on  -  For Women, 140.0, 175.0, 50 ml, https://rukminim1.flixcart.com/image/280/280/kk1h5e80/deodorant/l/w/6/rose-deodorant-roll-on-yardley-london-women-original-imafzgyh9hcm7xpu.jpeg,yardley london rose deodor roll-on - for women 140.0 175.0 50 ml
881,881,TEAFHGH8HHKGTSGN, Tata Tulsi Green Tea Bags Box, 130.0, 174.0, 25 Bags Box, https://rukminim1.flixcart.com/image/280/280/knknc7k0/tea/d/u/9/na-box-green-tea-tata-tea-bag-original-imag27vfqaarhntv.jpeg,tata tulsi green tea bag box 130.0 174.0 25 bag box
882,882,CAFGF8UCG7NMBSF9, Kwality Oats, 142.0, 190.0, 1 kg Pouch, https://rukminim1.flixcart.com/image/280/280/ko382a80/cereal-flake/m/z/u/1-oats-pouch-kwality-original-imag2mjcg9xbzb5k.jpeg,kwaliti oat 142.0 190.0 1 kg pouch
883,883,CHTFSTDKZUHXNNBK, MOTHER'S RECIPE Desi Szechwan Chutney Paste, 49.0, 80.0, 250 g Glass Bottle, https://rukminim1.flixcart.com/image/280/280/kiqbma80-0/chutney/m/z/z/schezwan-chutney-glass-bottle-mother-s-recipe-original-imafyg4bzpjkggzj.jpeg,mother' recip desi szechwan chutney past 49.0 80.0 250 g glass bottl
884,884,HWSFWMRFBSXMMQGM, Hygienix Germ Shield Hand Wash Pump Dispenser, 99.0, 110.0, 200 ml, https://rukminim1.flixcart.com/image/280/280/kmf7ki80/hand-wash-sanitizer/v/r/h/200-anti-bacterial-hand-wash-pump-bottle-1-hygienix-original-imagfbtnz9jgsjkv.jpeg,hygienix germ shield hand wash pump dispens 99.0 110.0 200 ml
885,885,CKBFJJXSTSHHCZKK, PARLE Hide & Seek Black Bourbon Choco Creme Sandwich, 60.0, 100.0, 300 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/z/k/k/300-hide-seek-black-bourbon-choco-creme-sandwich-parle-original-imafxk723fzt4zvn.jpeg,parl hide & seek black bourbon choco creme sandwich 60.0 100.0 300 g
886,886,FLRF49WHGVGVWJ9Q, Sreebhog Sooji, 44.0, 70.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jlv70y80/flour/j/9/q/500-sooji-soji-sreebhog-original-imaf8wkbtk6jzvrk.jpeg,sreebhog sooji 44.0 70.0 500 g
